text,text_english,likes,comments,shares,engagement_label,url
"ඔයාලා ආසාවෙන් බලාගෙන ඉන්න ලංකාවේ හැමෝම හොයන Original Korean Face Sheet Mask 😍🇰🇷😍

ඔයාගේ Skin එකේ Brightness එක වැඩි කරගන්න වගේම skin එකේ ඇති dark spot අඩු කරගන්න.skin එක clear කරගන්න වගේම Glass skin එකක් ලබා ගන්න 💯 ඔරිජිනල් korean face sheet mask GLITZ BEAUTY වෙතින් ✨🌸✨

Girls ලට වගේම Boys  ලටත් මේ Face Sheet Mask   Use කරන්න පුළුවන් ...😃😃😃

Face Sheet Mask  වර්ග 5ක්  GLITZ BEAUTY වෙතින් ඔයාලට ගන්න පුළුවන් 🥰🥰

COLLAGEN 🐚

ALOE 🟢

SNAIL🐌

AVOCADO🥑

POMEGRANATE 🍑

ඔබටත් නීරෝගී, පැහැපත් හා දිදුලන සමක් ලබාගැනීමට අවශ්‍ය නම් අදම මිලදී ගන්න.😍😍
ඉතින් ඔයාලා කැමති වර්ගයකින් බල බලා ඉන්නේ නැතුව Order එකක් දාමුද ?👀

🔴 Stock Limited ඉක්මන් කරන්න 😃

Korean Face Sheet Mask Order එකක්  දාගන්න අදම පහත  Whatsapp Number එකට Massage එකක් දාන්න.🥰🥰

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #facemasktime #beauty #girls #cosmetics #gifts #giftideas #Fairness #smallbusiness #fashion #skincare #skincareroutine #glowingskin #selfcare
#beautycare #healthyskin #skincaregoals #NaturalBeauty #skincarelover #beautytips #skintreatment #masktime #skincareaddict #skinlove #glowup #beautyboost #FaceMaskMagic #facemasksheet #aloe #collagen","The Original Korean Face Sheet Mask that everyone in Sri Lanka is looking forward to 😍🇰🇷😍

Increase the brightness of your skin and reduce the dark spots on the skin. Clear the skin and get a glass skin 💯 Original Korean face sheet mask from GLITZ BEAUTY ✨🌸✨

Girls and boys can use this face sheet mask...😃😃😃

You can get 5 types of Face Sheet Mask from GLITZ BEAUTY 🥰🥰

COLLAGEN 🐚

ALOE 🟢

SNAIL🐌

AVOCADO🥑

POMEGRANATE 🍑

If you too want to get healthy, bright and glowing skin, buy today.😍😍
So, let's place an order without waiting for a type you like?👀

🔴 Stock Limited Hurry up 😃

To place an order for a Korean Face Sheet Mask, send a massage to the Whatsapp number below today

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #facemasktime #beauty #girls #cosmetics #gifts #giftideas #Fairness #smallbusiness #fashion #skincare #skincareroutine #glowingskin #selfcare
#beautycare #healthyskin #skincaregoals #NaturalBeauty #skincarelover #beautytips #skintreatment #masktime #skincareaddict #skinlove #glowup #beautyboost #FaceMaskMagic #facemasksheet #aloe #collagen",22.0,38.0,43.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid036LB3gUo2J3HgRRj8ACauWrhMGXnc5ekie2Xr7bHWv7ocEqFuPAgXoGVFjeEbt8BBl&id=61583800496622
"✨ ඔබේ සමට දීප්තිමත්, නිරෝගී පෙනුමක් ලබාගන්න! 

🌸 YOUNGSHOT Milky Essence සමට අවශ්‍ය පෝෂණය ලබාදී, glow Skin එකක් දෙන උසස්ම skincare solution එකක්!

💧 විශේෂ සංයෝග:
✔️ Centella Asiatica Water 70% – සම සුව කරලා soothe කරනවා
✔️ Niacinamide 2% – dark spots අඩු කරලා brighten කරනවා
✔️ PDRN – සම regenerate කරලා youthful look එකක් දෙනවා

🌟 Dry, dull skin තියෙන අයට perfect!
🌟 Daily use කරන්න පුළුවන් light-weight essence එකක්
🌟 Korea වලින් direct imported quality

📦 දැන්ම order කරන්න!
📞 010-2560-3009

💖 ඔබේ සමට deserved care එක දෙන්න අදම!

#kbeauty #skincarekorea #glowingskin #youngshot #milkyessence #koreanskincare #beautylanka","✨ Give your skin a radiant, healthy look!

🌸 YOUNGSHOT Milky Essence is an advanced skincare solution that gives the skin the necessary nutrition and glow skin!

💧 Special compounds:
✔️ Centella Asiatica Water 70% – heals and soothes the skin
✔️ Niacinamide 2% – reduces and brightens dark spots
✔️ PDRN - regenerates the skin and gives a youthful look

🌟 Perfect for those with dry, dull skin!
🌟 A light-weight essence that can be used daily
🌟 Direct imported quality from Korea

📦 Order now!
📞 010-2560-3009

💖 Give your skin the care it deserves today!

#kbeauty #skincarekorea #glowingskin #youngshot #milkyessence #koreanskincare #beautylanka",8.0,8.0,4.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02xJ4jsVav1fimDVacNZpD61wqYnw897euLb7kRmkuRsLx4iRGRYEwaZy6soQi4ekpl&id=61588469053416
With Lahiru Chathuranga – I just got recognized as one of their top fans! 🎉,With Lahiru Chathuranga – I just got recognized as one of their top fans! 🎉,2.0,0.0,0.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid02f6KcZvKvRybKiTXMn6FrQu8n2Mcr3srLbt72kCQte4pvv9csASrKwAquXhxQfrTDl&id=61588469053416
ගොඩ දෙනෙක්ගේ මුහුණ එලිය කරපු රහසක් මේක❤️❤️,This is a secret that many people have revealed,4.0,1.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid08bLVw6PaHuMzEpMGkBMf8teeUD3EYYB2hoYhA4BJMPiBFzZ7j9LVorwoGaHqp9cpl&id=61588469053416
"✨🌸✨ GLITZ BEAUTY ✨🌸✨

🌸 Discover Radiance with Our Original Korean Face Sheet Masks!🌸

කොරියානු යුවතියන්ගේ නීරෝගී සමේ රහස 🇰🇷♥

ඔබටත් නීරෝගී, පැහැපත් හා දිදුලන සමක් ලබාගැනීමට අවශ්‍ය නම් අදම මිලදී ගන්න.😍😍

Original Korean Face Sheet Masks 🥰🥰🥰

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #koreanbeautyproducts #koreanfacesheetmask #facesheetmask","✨🌸✨ GLITZ BEAUTY ✨🌸✨

🌸 Discover Radiance with Our Original Korean Face Sheet Masks!🌸

Korean girls' healthy skin secret 🇰🇷♥

If you too want to get healthy, bright and glowing skin, buy today.😍😍

Original Korean Face Sheet Masks

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #koreanbeautyproducts #koreanfacesheetmask #facesheetmask",18.0,40.0,2.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0NPdSZUj9DvSzZGKBhXqMWJPcHwB6nEh4sALk9sEi2KSJbPT3UehtCbBZtBRjFc8ol&id=61583800496622
"Hello gorgeous, welcome to our page 😍😍

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts","Hello gorgeous, welcome to our page 😍😍

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts",31.0,40.0,0.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02C4ihnprvcTm6feTSzZMY6T7ibREdu9Ynh77stXtN8mtnZnw9YsjxTm9BydupiGmol&id=61583800496622
"ඇත්තටම ප්‍රතිඵල තියන නිෂ්පාදනයක් කියලා තහවුරු කරගෙන මේ නිෂ්පාදනයට අදාල සියලු නීතිමය ලියකියවිලි අතට ලැබුනට පස්සේ පටන් ගත්ත අපේ පුංචි ව්‍යාපාරය දවසින් දවස දියුණු කරගන්න හයියක් උනේ දකුණු කොරියාවේ ඔයාලගේ සහෝදරකම්..ගොඩක් ස්තුතියි අයියලා අක්කලා හැමෝටම❤️❤️
#viral #reels #reelsvideo #reelitfeelit #explore #explorepage #trending #trend #instareels #viralreels #fyp #foryou #foryoupage #videooftheday #instagood","After confirming that it is a product with real results and receiving all the legal documents related to this product, our little business started to develop day by day, your brothers in South Korea.. Thank you all brothers and sisters ❤️❤️
#viral #reels #reelsvideo #reelitfeelit #explore #explorepage #trending #trend #instareels #viralreels #fyp #foryou #foryoupage #videooftheday #instagood",15.0,11.0,5.0,high,https://www.facebook.com/reel/2312079692536881/
"අද දවල් 12 වෙනකොට ලස්සනට ඉන්න කැමති ඔයාලා දාපු ඕඩර් ටික දාලා මේ සතිය ඉවර කලා. සති අන්තේ අයගේ ඒවා සදුදට දාන්නම්. ස්තුතියි ඔයාලට
Aura K-beauty","By 12 noon today, the orders placed by those of you who want to be beautiful have been completed this week.I will play those of the weekend ones.Thank you guys
Aura K-beauty",5.0,1.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02GUbhhgCsnPPeX5giQcjUjzU9EgSyBjgNZZZRot7D7pygXJ7PNV2XQSsRrX35Fh5Tl&id=61588469053416
"💧 YOUNG SHOT 
සමට අවශ්‍ය hydration එකත්, glow එකත් එකවර ලබාදෙන premium skincare solution එකක්! 🇰🇷

🌿 Centella Asiatica + Micro Touch Formula
➡️ සම සන්සුන් කරයි
➡️ Fine lines & wrinkles අඩු කරයි
➡️ Skin texture smooth කරයි
➡️ Bright & healthy glow එකක් ලබා දෙයි

💎 ISO quality certified 

🌸 Dry skin, dull skin, sensitive skin තියෙන අයට perfect solution එකක්

📦 Limited stock available
📞 Order කරන්න දැන්ම call/message කරන්න

📱 010-2560-3009
📍 Korea wide delivery available

#YoungShot #KBeauty #GlowSkin #KoreanSkincare #HealthySkin #AuraBeauty #WarpAndLab #MadeInKorea 🇰🇷✨","💧 YOUNG SHOT
A premium skincare solution that provides hydration and glow to the skin at the same time!🇰🇷

🌿 Centella Asiatica + Micro Touch Formula
➡️ Soothes the skin
➡️ Reduces fine lines & wrinkles
➡️ Makes skin texture smooth
➡️ Gives a bright & healthy glow

💎 ISO quality certified

🌸 A perfect solution for those with dry skin, dull skin, sensitive skin

📦 Limited stock available
📞 Call/message now to order

📱 010-2560-3009
📍 Korea wide delivery available

#YoungShot #KBeauty #GlowSkin #KoreanSkincare #HealthySkin #AuraBeauty #WarpAndLab #MadeInKorea 🇰🇷✨",7.0,1.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid0Z4xcSoq41SLjjSejMB6cBLdkoTjEtH76H8ACT4r98RYS2Uhg2hZPCzQy4coo1QRQl&id=61588469053416
Highly recommend ❤️❤️,Highly recommend ❤️❤️,8.0,2.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02eDktL5tGbYGxyLrrBZBZFR1XvVSh6JsU6vCgUsFv1tNYPa11yeCUpimiE25rVkvvl&id=61588469053416
"🌿 YOUNGSHOT Micro Touch Milky Essence
🇰🇷

☀️
💧 සමට ගැඹුරු තෙතමනයක් ලබාදෙයි
🌿 Centella Asiatica 70% – සම මෘදු කරයි
✨ Niacinamide – පැහැදිලි සමක් ලබාදෙයි
🧴 100ml ලාබදායී, හිතකර milky texture එක

🏅 ISO Certified – විශ්වාසයෙන් භාවිතා කරන්න පුළුවන්

🔥 දිනපතා භාවිතයට perfect solution එකක්!
🌸 Oil control + Brightening + Skin repair

📦 දැන්ම order කරන්න
📞 010-2560-3009

📍 Korea වලින් සහ ලංකාවෙන් ලබාගත හැක
👉 Limited stock – ඉක්මනින් ලබාගන්න!

⸻

#KBeauty #KoreaCosmetics #SkinCareLK #GlowingSkin #Youngshot #Centella #SkinProtection #BeautyCare #SriLankansInKorea","🌿 YOUNGSHOT Micro Touch Milky Essence
🇰🇷

☀️
💧 Provides deep moisture to the skin
🌿 Centella Asiatica 70% – Softens the skin
✨ Niacinamide – Gives clear skin
🧴 100ml profitable, favorable milky texture

🏅 ISO Certified – can be used with confidence

🔥 A perfect solution for daily use!
🌸 Oil control + Brightening + Skin repair

📦 Order now
📞 010-2560-3009

📍 Available from Korea and Sri Lanka
👉 Limited stock – get it soon!

⸻

#KBeauty #KoreaCosmetics #SkinCareLK #GlowingSkin #Youngshot #Centella #SkinProtection #BeautyCare #SriLankansInKorea",7.0,2.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid038GYvb2R7b4hEwXq9iyx3WYRDayJULiuRXQQhKcABy3YTynNCrV8zdfT4V6hNmJwJl&id=61588469053416
"අපි ඔයාලට දෙන්නේ මාන්වොන් 4.5ට තැපැල් ගාස්තුවත් එක්කම දෙන්නේ Lotte 백화점 එකේ මාන්වොන් 6.8කට විකුණන කොරියාවේ සුපරිම නිෂ්පාදනයක්..❤️❤️අදාල කම්පැනි එකෙන්ම ලංකාවට අරගෙන යන්න අලෙවි අයිතිය තියන නිසා කොරියාවේ ඉන්න ඔයාලට ගොඩක් අඩුවට දෙන්න පුලුවන්

🙈කොරියන් අයගේ වයස පේන්නේ නැති රහස එයාලා පාවිච්චි කරන හොදම රූපලාවන්‍ය නිෂ්පාදනයි","We are giving you 4.5 won including postage, the best product in Korea which is sold at Lotte 백화점 for 6.8 won.

🙈The secret of Koreans not looking old is the best beauty products they use",7.0,0.0,6.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid0e7CsPurrV6SYEFbqamCPqVHkw5SQy55QKdidGoMSCHzcncmSsoA3XYSLSBJBWtPRl&id=61588469053416
"අද ගියපු ඕඩර් වලින් 6ක්ම ජේජු දූපතට.බොහොම ස්තුතියි ජේජු සහෝදරයන්ට
Aura K-Beauty","6 of today's orders went to Jeju island. Thank you very much Jeju brothers
Aura K-Beauty",4.0,0.0,0.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid02XmVdTYQd5A56vxm1Xg5ByTZEZ3ETU4JjwuMbD3pA5CASPZh6uiUCzrHFVRBHjxBvl&id=61588469053416
ජීවත්වෙන්න අයිතියක් හැමෝටම තියනවා🙏🙏,Everyone has a right to live,3.0,1.0,0.0,medium,https://www.facebook.com/reel/1726588855379677/
"🇰🇷 Made in Korea — YOUNGSHOT 
Micro-Touch Milky Essence

🌿 70% Centella Asiatica Water
➡️ සමට ගැඹුරු hydration එකක් ලබා දෙයි
➡️ sensitive skin එකටත් හොඳයි

💧 PDRN Complex + Reju-Refining Technology
➡️ සම repair කරන්න සහ glow එක වැඩි කරන්න
➡️ fine lines & dull skin අඩු කරයි

⚡ Micro-Touch Technology
➡️ ඉක්මනින් සමට ඇතුළු වෙලා maximum absorption
➡️ light texture – oily feel එකක් නැහැ

📌 Daily use කරන්න පුළුවන්
📌 Fresh, healthy, glowing skin එකක් ලබා ගන්න හොඳම solution එක

🔥 Korea skincare loversලා miss කරන්න එපා!

📦 Order කරන්න අදම
📞 010-2560-3009

⸻

#KoreanSkincare #YoungShot #GlassSkin #Centella #Hydration #SkinCareKorea #GlowSkin #SriLankansInKorea","🇰🇷 Made in Korea — YOUNGSHOT
Micro-Touch Milky Essence

🌿 70% Centella Asiatica Water
➡️ Provides deep hydration to the skin
➡️ Good for sensitive skin too

💧 PDRN Complex + Reju-Refining Technology
➡️ Repair the skin and increase the glow
➡️ Reduces fine lines & dull skin

⚡ Micro-Touch Technology
➡️ Gets into the skin quickly and has maximum absorption
➡️ light texture - no oily feel

📌 Can be used daily
📌 The best solution to get a fresh, healthy, glowing skin

🔥 Korea skincare lovers don't miss it!

📦 Order today
📞 010-2560-3009

⸻

#KoreanSkincare #YoungShot #GlassSkin #Centella #Hydration #SkinCareKorea #GlowSkin #SriLankansInKorea",7.0,2.0,3.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0GovtVY43hNubsjvjqx5ivLAURMjX4cUYWRRJKejiBza2Nggo9gFNTq5CiDt3R41jl&id=61588469053416
"ඔයාලගේ Skin එක සම්බන්දව ඕනෑම ගැටලුවක් අපිට කියන්න. නොමිලේම අපි ඔයාලට ඒ දැනුම ලබාදෙන්නම්
Aura K-Beauty
01025603009","Tell us any problem regarding your skin.We will give you that knowledge for free
Aura K-Beauty
01025603009",5.0,3.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02owid8fLShKWq6vBCGNkHCHJFueyoSybSbaPU5twiMXXZMc1CnvEskaUJZuWPCvBml&id=61588469053416
"හෙමින් යන ගමනක් මේක❤️❤️
උදව් කරන්නේ අපිව විශ්වාස කරන ඔයාලා❤️❤️","This is a slow journey
You who believe in us help ❤️❤️",27.0,12.0,2.0,high,https://www.facebook.com/reel/970813485386757/
